filename1,filename1_raw,recog_background,background_file,recog_object,recog_object_raw,new_object,new_background,counterbalancing,adhoc_filenames,scene_final_raw,scene_final,new_item,scene_final_link,recog_object_link,recog_background_link,new_item_link
bleachers1_cheerleader1.png,bleachers1_cheerleader1.pict,bleachers1.png,bleachers1.pict,cheerleader1.png,cheerleader1.pict,sad1.pict,churchexterior1.pict,A,bleachers1_happy1.pict,bleachers1_happy1.pict,bleachers1_happy1.png,sad1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bleachers1_happy1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cheerleader1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bleachers1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sad1.png"" style=""width: 450px; height: 600px;"">"
building1_helicopter1.png,building1_helicopter1.pict,building1.png,building1.pict,helicopter1.png,helicopter1.pict,explode1.pict,flag.pict,A,building1_neu1.pict,building1_neu1.pict,building1_neu1.png,explode1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/building1_neu1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/helicopter1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/building1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/explode1.png"" style=""width: 450px; height: 600px;"">"
cornfield1_windmill1.png,cornfield1_windmill1.pict,cornfield1.png,cornfield1.pict,windmill1.png,windmill1.pict,tornado1.pict,escalator1.pict,A,NA,cornfield1_windmill1.pict,cornfield1_windmill1.png,tornado1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cornfield1_windmill1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/windmill1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cornfield1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tornado1.png"" style=""width: 450px; height: 600px;"">"
fcrowd1_towels1.png,fcrowd1_towels1.pict,fcrowd1.png,fcrowd1.pict,towels1.png,towels1.pict,murder1.pict,pizza1.pict,A,fcrowd1_neu1.pict,fcrowd1_neu1.pict,fcrowd1_neu1.png,murder1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fcrowd1_neu1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/towels1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fcrowd1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/murder1.png"" style=""width: 450px; height: 600px;"">"
ground1_barrel1.png,ground1_barrel1.pict,ground1.png,ground1.pict,barrel1.png,barrel1.pict,starve1.pict,tiretread.pict,A,ground1neut1.pict,ground1neut1.pict,ground1neut1.png,starve1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ground1neut1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/barrel1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ground1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/starve1.png"" style=""width: 450px; height: 600px;"">"
jungle1_monkey1.png,jungle1_monkey1.pict,jungle1.png,jungle1.pict,monkey1.png,monkey1.pict,tiger1.pict,na,A,NA,jungle1_monkey1.pict,jungle1_monkey1.png,tiger1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/jungle1_monkey1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/monkey1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/jungle1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tiger1.png"" style=""width: 450px; height: 600px;"">"
racetrack1_bikerace1.png,racetrack1_bikerace1.pict,racetrack1.png,racetrack1.pict,bikerace1.png,bikerace1.pict,firebike1.pict,na,A,racetrack1_bike1.pict,racetrack1_bike1.pict,racetrack1_bike1.png,firebike1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/racetrack1_bike1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bikerace1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/racetrack1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/firebike1.png"" style=""width: 450px; height: 600px;"">"
swamp1_lilypad1.png,swamp1_lilypad1.pict,swamp1.png,swamp1.pict,lilypad1.png,lilypad1.pict,na,na,A,NA,swamp1_lilypad1.pict,swamp1_lilypad1.png,punish1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/swamp1_lilypad1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/lilypad1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/swamp1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/punish1.png"" style=""width: 450px; height: 600px;"">"
childblackboard1_math2.png,childblackboard1_math2.pict,childblackboard1.png,childblackboard1.pict,math1.png,math1.pict,punish1.pict,pollen1.pict,B,child1_neu2.pict,child1_neu2.pict,child1_neu2.png,fire1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/child1_neu2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/math1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/childblackboard1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fire1.png"" style=""width: 450px; height: 600px;"">"
citystreet1_crossing2.png,citystreet1_crossing2.pict,citystreet1.png,citystreet1.pict,crossing1.png,crossing1.pict,fire1.pict,hay1.pict,B,NA,citystreet1_crossing2.pict,citystreet1_crossing2.png,shark1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/citystreet1_crossing2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/crossing1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/citystreet1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/shark1.png"" style=""width: 450px; height: 600px;"">"
diving1_fish2.png,diving1_fish2.pict,diving1.png,diving1.pict,fish1.png,fish1.pict,shark1.pict,igloo1.pict,B,diving 1 neut 2.pict,diving 1 neut 2.pict,diving 1 neut 2.png,poop1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/diving 1 neut 2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fish1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/diving1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/poop1.png"" style=""width: 450px; height: 600px;"">"
grass1_pitchfork2.png,grass1_pitchfork2.pict,grass1.png,grass1.pict,pitchfork1.png,pitchfork1.pict,poop1.pict,rubberbands1.pict,B,NA,grass1_pitchfork2.pict,grass1_pitchfork2.png,lionprey1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/grass1_pitchfork2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pitchfork1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/grass1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/lionprey1.png"" style=""width: 450px; height: 600px;"">"
meadow1_zebra2.png,meadow1_zebra2.pict,meadow1.png,meadow1.pict,zebra1.png,zebra1.pict,lionprey1.pict,na,B,NA,meadow1_zebra2.pict,meadow1_zebra2.png,ammo1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/meadow1_zebra2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/zebra1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/meadow1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ammo1.png"" style=""width: 450px; height: 600px;"">"
store1_yarn2.png,store1_yarn2.pict,store1.png,store1.pict,yarn1.png,yarn1.pict,ammo1.pict,na,B,NA,store1_yarn2.pict,store1_yarn2.png,snake1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/store1_yarn2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/yarn1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/store1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/snake1.png"" style=""width: 450px; height: 600px;"">"
vine1_hummingbird2.png,vine1_hummingbird2.pict,vine1.png,vine1.pict,hummingbird1.png,hummingbird1.pict,snake1.pict,na,B,NA,vine1_hummingbird2.pict,vine1_hummingbird2.png,panda1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/vine1_hummingbird2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hummingbird1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/vine1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/panda1.png"" style=""width: 450px; height: 600px;"">"
pebbles2_frog2.png,pebbles2_frog2.pict,pebbles2.png,pebbles2.pict,frog1.png,frog1.pict,na,na,B,NA,pebbles2_frog2.pict,pebbles2_frog2.png,bride1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pebbles2_frog2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/frog1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pebbles2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bride1.png"" style=""width: 450px; height: 600px;"">"
bed1_text1.png,bed1_text1.pict,bed1.png,bed1.pict,text1.png,text1.pict,panda1.pict,bowlingalley1.pict,C,NA,bed1_text1.pict,bed1_text1.png,cleaners1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bed1_text1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/text1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bed1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cleaners1.png"" style=""width: 450px; height: 600px;"">"
churchinterior1_casket1.png,churchinterior1_casket1.pict,churchinterior1.png,churchinterior1.pict,casket1.png,casket1.pict,bride1.pict,hand1.pict,C,NA,churchinterior1_casket1.pict,churchinterior1_casket1.png,bug1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/churchinterior1_casket1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/casket1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/churchinterior1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bug1.png"" style=""width: 450px; height: 600px;"">"
crumpled1_food1.png,crumpled1_food1.pict,crumpled1.png,crumpled1.pict,food1.png,food1.pict,cleaners1.pict,graffiti1.pict,C,Crumpled 1 neg 1.pict,Crumpled 1 neg 1.pict,Crumpled 1 neg 1.png,starfish1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/Crumpled 1 neg 1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/food1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/crumpled1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/starfish1.png"" style=""width: 450px; height: 600px;"">"
face1_spoon1.png,face1_spoon1.pict,face1.png,face1.pict,spoon1.png,spoon1.pict,bug1.pict,liquorstore.pict,C,face 1 neg 1.pict,face 1 neg 1.pict,face 1 neg 1.png,tourist1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/face 1 neg 1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/spoon1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/face1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tourist1.png"" style=""width: 450px; height: 600px;"">"
footprint1_speedo1.png,footprint1_speedo1.pict,footprint1.png,footprint1.pict,speedo1.png,speedo1.pict,starfish1.pict,pooltable1.pict,C,NA,footprint1_speedo1.pict,footprint1_speedo1.png,pregnantwoman1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/footprint1_speedo1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/speedo1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/footprint1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pregnantwoman1.png"" style=""width: 450px; height: 600px;"">"
monument1_stretcher1.png,monument1_stretcher1.pict,monument1.png,monument1.pict,stretcher1.png,stretcher1.pict,tourist1.pict,na,C,monument1_neg1.pict,monument1_neg1.pict,monument1_neg1.png,game1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/monument1_neg1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/stretcher1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/monument1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/game1.png"" style=""width: 450px; height: 600px;"">"
steps1_soldier1.png,steps1_soldier1.pict,steps1.png,steps1.pict,soldier1.png,soldier1.pict,pregnantwoman1.pict,na,C,NA,steps1_soldier1.pict,steps1_soldier1.png,taxi1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/steps1_soldier1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/soldier1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/steps1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/taxi1.png"" style=""width: 450px; height: 600px;"">"
yell1_planecrash1.png,yell1_planecrash1.pict,yell1.png,yell1.pict,planecrash1.png,planecrash1.pict,game1.pict,na,C,yell1_crash1.pict,yell1_crash1.pict,yell1_crash1.png,baby1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/yell1_crash1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/planecrash1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/yell1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/baby1.png"" style=""width: 450px; height: 600px;"">"
avenue1_accident2.png,avenue1_accident2.pict,avenue1.png,avenue1.pict,accident1.png,accident1.pict,taxi1.pict,berries1.pict,D,NA,avenue1_accident2.pict,avenue1_accident2.png,artist1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/avenue1_accident2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/accident1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/avenue1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/artist1.png"" style=""width: 450px; height: 600px;"">"
babyblanket1_preemie2.png,babyblanket1_preemie2.pict,babyblanket1.png,babyblanket1.pict,preemie1.png,preemie1.pict,baby1.pict,whitebrick1.pict,D,incubator 1 neg 2.pict,incubator 1 neg 2.pict,incubator 1 neg 2.png,wreath1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/incubator 1 neg 2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/preemie1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/babyblanket1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wreath1.png"" style=""width: 450px; height: 600px;"">"
desk1_groom2.png,desk1_groom2.pict,desk1.png,desk1.pict,groom1.png,groom1.pict,artist1.pict,operatingtable1.pict,D,NA,desk1_groom2.pict,desk1_groom2.png,hose1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/desk1_groom2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/groom1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/desk1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hose1.png"" style=""width: 450px; height: 600px;"">"
door1_bat2.png,door1_bat2.pict,door1.png,door1.pict,bat1.png,bat1.pict,wreath1.pict,keyboard1.pict,D,NA,door1_bat2.pict,door1_bat2.png,foot1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/door1_bat2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bat1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/door1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/foot1.png"" style=""width: 450px; height: 600px;"">"
floor1_homeless2.png,floor1_homeless2.pict,floor1.png,floor1.pict,homeless1.png,homeless1.pict,hose1.pict,roof shingles1.pict,D,floor 1 neg 2.pict,floor 1 neg 2.pict,floor 1 neg 2.png,padlock2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/floor 1 neg 2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/homeless1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/floor1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/padlock2.png"" style=""width: 450px; height: 600px;"">"
patterned blanket1_absess2.png,patterned blanket1_absess2.pict,patternedblanket1.png,patternedblanket1.pict,absess1.png,absess1.pict,foot1.pict,centralstation.pict,D,NA,patterned blanket1_absess2.pict,patterned blanket1_absess2.png,runner1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/patterned blanket1_absess2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/absess1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/patternedblanket1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/runner1.png"" style=""width: 450px; height: 600px;"">"
redbrick1_noose2.png,redbrick1_noose2.pict,redbrick1.png,redbrick1.pict,noose1.png,noose1.pict,padlock2.pict,na,D,NA,redbrick1_noose2.pict,redbrick1_noose2.png,possessed1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/redbrick1_noose2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/noose1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/redbrick1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/possessed1.png"" style=""width: 450px; height: 600px;"">"
