filename1,filename1_raw,recog_background,background_file,recog_object,recog_object_raw,new_object,new_background,counterbalancing,adhoc_filenames,scene_final_raw,scene_final,new_item,scene_final_link,recog_object_link,recog_background_link,new_item_link
track1_bandage2.png,track1_bandage2.pict,track1.png,track1.pict,bandage1.png,bandage1.pict,runner1.pict,na,D,NA,track1_bandage2.pict,track1_bandage2.png,kidnap1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/track1_bandage2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bandage1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/track1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/kidnap1.png"" style=""width: 450px; height: 600px;"">"
pergola1_carry_neu1.png,pergola1_carry_neu1.pict,pergola2.png,pergola2.pict,carry_neu1.png,carry_neu1.pict,possessed1.pict,na,E,pergola1_neu1.pict,pergola1_neu1.pict,pergola1_neu1.png,churchexterior1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pergola1_neu1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/carry_neu1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pergola2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/churchexterior1.png"" style=""width: 450px; height: 600px;"">"
bedroom2_pottedplant1.png,bedroom2_pottedplant1.pict,bedroom1.png,bedroom1.pict,pottedplant1.png,pottedplant1.pict,na,brooms1.pict,E,bedroom1_plant1.pict,bedroom1_plant1.pict,bedroom1_plant1.png,flag.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bedroom1_plant1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pottedplant1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bedroom1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/flag.png"" style=""width: 450px; height: 600px;"">"
branch2_bird1.png,branch2_bird1.pict,branch1.png,branch1.pict,bird1.png,bird1.pict,na,circuit board1.pict,E,NA,branch2_bird1.pict,branch2_bird1.png,escalator1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/branch2_bird1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bird1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/branch1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/escalator1.png"" style=""width: 450px; height: 600px;"">"
dingywindow2_stool2.png,dingywindow2_stool2.pict,dingywindow1.png,dingywindow1.pict,stool2.png,stool2.pict,na,icicles1.pict,E,NA,dingywindow2_stool2.pict,dingywindow2_stool2.png,pizza1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/dingywindow2_stool2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/stool2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/dingywindow1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pizza1.png"" style=""width: 450px; height: 600px;"">"
hotel2_valet1.png,hotel2_valet1.pict,hotel1.png,hotel1.pict,valet1.png,valet1.pict,na,waterfall1.pict,E,NA,hotel2_valet1.pict,hotel2_valet1.png,tiretread.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hotel2_valet1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/valet1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hotel1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tiretread.png"" style=""width: 450px; height: 600px;"">"
machinery2_wrench2.png,machinery2_wrench2.pict,machinery1.png,machinery1.pict,wrench2.png,wrench2.pict,na,na,E,NA,machinery2_wrench2.pict,machinery2_wrench2.png,pollen1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/machinery2_wrench2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wrench2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/machinery1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pollen1.png"" style=""width: 450px; height: 600px;"">"
treebark2_moth1.png,treebark2_moth1.pict,treebark1.png,treebark1.pict,moth1.png,moth1.pict,na,na,E,NA,treebark2_moth1.pict,treebark2_moth1.png,hay1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/treebark2_moth1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/moth1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/treebark1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hay1.png"" style=""width: 450px; height: 600px;"">"
wallhanging2_neutral1.png,wallhanging2_neutral1.pict,wallhang1.png,wallhang1.pict,neutral1.png,neutral1.pict,na,na,E,wallhang2_neu1.pict,wallhang2_neu1.pict,wallhang2_neu1.png,igloo1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wallhang2_neu1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/neutral1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wallhang1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/igloo1.png"" style=""width: 450px; height: 600px;"">"
subway1_trash2.png,subway1_trash2.pict,subway2.png,subway2.pict,trash1.png,trash1.pict,kidnap1.pict,na,F,subway1neg2.pict,subway1neg2.pict,subway1neg2.png,rubberbands1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/subway1neg2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/trash1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/subway2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/rubberbands1.png"" style=""width: 450px; height: 600px;"">"
computer2_engineer plans2.png,computer2_engineer plans2.pict,computer1.png,computer1.pict,engineer plans1.png,engineer plans1.pict,na,diningroom.pict,F,computer2_neu2.pict,computer2_neu2.pict,computer2_neu2.png,bowlingalley1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/computer2_neu2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/engineer plans1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/computer1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bowlingalley1.png"" style=""width: 450px; height: 600px;"">"
farm2_sheep2.png,farm2_sheep2.pict,farm1.png,farm1.pict,sheep1.png,sheep1.pict,na,pennies1.pict,F,farm2neut2.pict,farm2neut2.pict,farm2neut2.png,hand1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/farm2neut2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sheep1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/farm1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hand1.png"" style=""width: 450px; height: 600px;"">"
hospital2_icecreamtruck2.png,hospital2_icecreamtruck2.pict,hospital1.png,hospital1.pict,icecreamtruck1.png,icecreamtruck1.pict,na,upholsteryfabric.pict,F,NA,hospital2_icecreamtruck2.pict,hospital2_icecreamtruck2.png,graffiti1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hospital2_icecreamtruck2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/icecreamtruck1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hospital1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/graffiti1.png"" style=""width: 450px; height: 600px;"">"
moon2_house2.png,moon2_house2.pict,moon1.png,moon1.pict,house1.png,house1.pict,na,well1.pict,F,house moon2neut2.pict,house moon2neut2.pict,house moon2neut2.png,liquorstore.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/house moon2neut2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/house1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/moon1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/liquorstore.png"" style=""width: 450px; height: 600px;"">"
river2_chipmunk2.png,river2_chipmunk2.pict,river1.png,river1.pict,chipmunk1.png,chipmunk1.pict,na,na,F,NA,river2_chipmunk2.pict,river2_chipmunk2.png,pooltable1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/river2_chipmunk2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/chipmunk1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/river1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pooltable1.png"" style=""width: 450px; height: 600px;"">"
sky2_plane2.png,sky2_plane2.pict,sky1.png,sky1.pict,plane1.png,plane1.pict,na,na,F,NA,sky2_plane2.pict,sky2_plane2.png,berries1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sky2_plane2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/plane1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sky1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/berries1.png"" style=""width: 450px; height: 600px;"">"
town2_car2.png,town2_car2.pict,town1.png,town1.pict,car1.png,car1.pict,na,na,F,NA,town2_car2.pict,town2_car2.png,whitebrick1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/town2_car2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/car1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/town1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/whitebrick1.png"" style=""width: 450px; height: 600px;"">"
brick2_paramedic2.png,brick2_paramedic2.pict,brick1.png,brick1.pict,paramedic2.png,paramedic2.pict,na,corn.pict,G,NA,brick2_paramedic2.pict,brick2_paramedic2.png,operatingtable1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/brick2_paramedic2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/paramedic2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/brick1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/operatingtable1.png"" style=""width: 450px; height: 600px;"">"
counter2_ashtray1.png,counter2_ashtray1.pict,counter1.png,counter1.pict,ashtray1.png,ashtray1.pict,na,gaspump.pict,G,NA,counter2_ashtray1.pict,counter2_ashtray1.png,keyboard1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/counter2_ashtray1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ashtray1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/counter1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/keyboard1.png"" style=""width: 450px; height: 600px;"">"
fence2_vomit1.png,fence2_vomit1.pict,fence1.png,fence1.pict,vomit1.png,vomit1.pict,na,radiocity.pict,G,fence 2 neg 1.pict,fence 2 neg 1.pict,fence 2 neg 1.png,roof shingles1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fence 2 neg 1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/vomit1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fence1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/roof shingles1.png"" style=""width: 450px; height: 600px;"">"
firstaid2_cut1.png,firstaid2_cut1.pict,firstaid1.png,firstaid1.pict,cut1.png,cut1.pict,na,firering1.pict,G,NA,firstaid2_cut1.pict,firstaid2_cut1.png,centralstation.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/firstaid2_cut1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cut1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/firstaid1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/centralstation.png"" style=""width: 450px; height: 600px;"">"
licenseplate2_alien1.png,licenseplate2_alien1.pict,licenseplate1.png,licenseplate1.pict,alien1.png,alien1.pict,na,na,G,NA,licenseplate2_alien1.pict,licenseplate2_alien1.png,brooms1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/licenseplate2_alien1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/alien1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/licenseplate1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/brooms1.png"" style=""width: 450px; height: 600px;"">"
road2_cat1.png,road2_cat1.pict,road1.png,road1.pict,cat1.png,cat1.pict,na,na,G,NA,road2_cat1.pict,road2_cat1.png,circuit board1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/road2_cat1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cat1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/road1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/circuit board1.png"" style=""width: 450px; height: 600px;"">"
traintracks2_bodytracks1.png,traintracks2_bodytracks1.pict,traintracks1.png,traintracks1.pict,bodytracks1.png,bodytracks1.pict,na,na,G,traintracks2_neg1.pict,traintracks2_neg1.pict,traintracks2_neg1.png,icicles1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/traintracks2_neg1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bodytracks1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/traintracks1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/icicles1.png"" style=""width: 450px; height: 600px;"">"
wall2_pointneu1.png,wall2_pointneu1.pict,wall1.png,wall1.pict,pointneu1.png,pointneu1.pict,na,na,G,point2neut1.pict,point2neut1.pict,point2neut1.png,waterfall1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/point2neut1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pointneu1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wall1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/waterfall1.png"" style=""width: 450px; height: 600px;"">"
clockwall2_angry2.png,clockwall2_angry2.pict,clockwall1.png,clockwall1.pict,angry1.png,angry1.pict,na,dangersigns1.pict,H,NA,clockwall2_angry2.pict,clockwall2_angry2.png,diningroom.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/clockwall2_angry2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/angry1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/clockwall1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/diningroom.png"" style=""width: 450px; height: 600px;"">"
grave2_skull2.png,grave2_skull2.pict,grave1.png,grave1.pict,skull1.png,skull1.pict,na,sunset_bridge.pict,H,grave2neg2.pict,grave2neg2.pict,grave2neg2.png,pennies1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/grave2neg2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/skull1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/grave1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pennies1.png"" style=""width: 450px; height: 600px;"">"
office2_neg2.png,office2_neg2.pict,office1.png,office1.pict,neg1.png,neg1.pict,na,na,H,NA,office2_neg2.pict,office2_neg2.png,upholsteryfabric.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/office2_neg2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/neg1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/office1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/upholsteryfabric.png"" style=""width: 450px; height: 600px;"">"
playground2_wheelchair2.png,playground2_wheelchair2.pict,playground1.png,playground1.pict,wheelchair1.png,wheelchair1.pict,na,na,H,NA,playground2_wheelchair2.pict,playground2_wheelchair2.png,well1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/playground2_wheelchair2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wheelchair1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/playground1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/well1.png"" style=""width: 450px; height: 600px;"">"
shower2_roaches2.png,shower2_roaches2.pict,shower1.png,shower1.pict,roaches1.png,roaches1.pict,na,na,H,shower2_neg2.pict,shower2_neg2.pict,shower2_neg2.png,corn.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/shower2_neg2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/roaches1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/shower1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/corn.png"" style=""width: 450px; height: 600px;"">"
swimmingpool2_drown2.png,swimmingpool2_drown2.pict,swimmingpool1.png,swimmingpool1.pict,drown1.png,drown1.pict,na,na,H,swimmingpool2_neg2.pict,swimmingpool2_neg2.pict,swimmingpool2_neg2.png,gaspump.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/swimmingpool2_neg2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/drown1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/swimmingpool1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/gaspump.png"" style=""width: 450px; height: 600px;"">"
tunnel2_beggar2.png,tunnel2_beggar2.pict,tunnel1.png,tunnel1.pict,beggar1.png,beggar1.pict,na,na,H,tunnel 2 neg 2.pict,tunnel 2 neg 2.pict,tunnel 2 neg 2.png,radiocity.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tunnel 2 neg 2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/beggar1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tunnel1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/radiocity.png"" style=""width: 450px; height: 600px;"">"
woodtable2_butcher2.png,woodtable2_butcher2.pict,woodtable1.png,woodtable1.pict,butcher1.png,butcher1.pict,na,na,H,table2_butcher2.pict,table2_butcher2.pict,table2_butcher2.png,firering1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/table2_butcher2.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/butcher1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/woodtable1.png"" style=""width: 450px; height: 600px;"">","<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/firering1.png"" style=""width: 450px; height: 600px;"">"
